name,recclass,mass (g),fall,year,reclat,reclong
São Julião de Moreira,"Iron, IIAB",162000,Found,1/1/1883,41766110,-8583610
Igdi,Eucrite-mmict,1470,Found,1/1/2000,29233330,-8366670
Mooresfort,H5,3520,Fell,1/1/1810,52450000,-8333330
Ourique,H4,20000,Fell,1/1/1998,37608330,-8280000
Monte das Fortes,L5,4885,Fell,1/1/1950,38016670,-8250000
Benguerir,LL6,25000,Fell,1/1/2004,32250000,-8150000
Tindouf,H6,1550,Found,1/1/1997,27750000,-8133330
Dundrum,H5,2270,Fell,1/1/1865,52550000,-8033330
Portugal,Stone-uncl,4500,Fell,1/1/1796,38500000,-8000000
North Portugal,Iron,,Found,1/1/1931,41000000,-8000000
Northwest Africa 2259,H5,485,Found,1/1/2001,28600000,-7983330
Northwest Africa 2258,L6,57.4,Found,1/1/2001,28583330,-7966670
Northwest Africa 2251,Howardite,17,Found,1/1/2001,27966670,-7950000
Northwest Africa 2262,L6,139,Found,1/1/2001,27800000,-7950000
Northwest Africa 2269,CV3,184,Found,1/1/2002,27966670,-7950000
Northwest Africa 2253,L4,80.5,Found,1/1/2000,28166670,-7900000
Northwest Africa 2257,L6,47.9,Found,1/1/2001,28500000,-7900000
Northwest Africa 2260,L5,59.3,Found,1/1/2001,27933330,-7900000
Northwest Africa 2268,Eucrite,65,Found,1/1/2002,28233330,-7883330
Northwest Africa 2252,H6,65,Found,1/1/2002,27816670,-7850000
Northwest Africa 2261,L6,61.8,Found,1/1/2002,27733330,-7850000
Northwest Africa 2263,L6,135,Found,1/1/2002,27816670,-7833330
Northwest Africa 4271,Eucrite-pmict,6,Found,1/1/2003,27950000,-7833330
Northwest Africa 4232,E,124,Found,1/1/2005,27850000,-7800000
Northwest Africa 4255,Diogenite,6000,Found,1/1/2002,27850000,-7800000
Northwest Africa 2255,L5,110.7,Found,1/1/2001,27933330,-7783330
Northwest Africa 2254,L5,129.5,Found,1/1/2000,28200000,-7750000
Toufassour,Mesosiderite,73300,Found,1/1/2007,29652250,-7749300
Killeter,H6,140,Fell,1/1/1844,54666670,-7666670
Northwest Africa 2256,H5,215.4,Found,1/1/2001,27766670,-7666670
Tissint,Martian (shergottite),7000,Fell,1/1/2011,29481950,-7611230
Northwest Africa 2266,L3.8-6,33.9,Found,1/1/2001,28750000,-7583330
Northwest Africa 4269,Eucrite-mmict,54,Found,1/1/2004,27983330,-7583330
Northwest Africa 2265,L3.8,40,Found,1/1/2001,28666670,-7533330
Northwest Africa 2267,L3.8,24.5,Found,1/1/2002,28100000,-7516670
Northwest Africa 2264,L6,4.02E+16,Found,1/1/2002,27916670,-7500000
Chaves,Howardite,2945,Fell,1/1/1925,41933330,-7466670
Pettiswood,Stone-uncl,,Fell,1/1/1779,53533330,-7333330
Juromenha,"Iron, IIIAB",25250,Fell,1/1/1968,38740280,-7270000
Olivenza,LL5,150000,Fell,1/1/1924,38716670,-7066670
Tamdakht,H5,100000,Fell,1/1/2008,31163330,-7015000
Bensour,LL6,45000,Fell,1/1/2002,30000000,-7000000
Leighlinbridge,L6,2.714E+16,Fell,1/1/1999,52666670,-6966670
Foum Zguid,"Iron, IIAB",6000,Found,1/1/1998,30066670,-6900000
Northwest Africa 514,H5,2472,Found,1/1/1999,30133330,-6883330
El Gouanem,Ureilite,2100,Found,1/1/2000,30100000,-6850000
Oued el Hadjar,LL6,1215.5,Fell,1/1/1986,30180000,-6577170
Northwest Africa 6903,"Iron, IIIAB",50000,Found,1/1/2008,32371670,-6360000
Bovedy,L3,5460,Fell,1/1/1969,54566670,-6333330
Douar Mghila,LL6,1161,Fell,1/1/1932,32333330,-6300000
Picote,Stone-uncl,,Fell,1/1/1843,41366670,-6233330
Crumlin,L5,4255,Fell,1/1/1902,54616670,-6216670
Northwest Africa 7370,Diogenite-olivine,2290,Found,1/1/2009,22833330,-6183330
Guareña,H6,39000,Fell,1/1/1892,38733330,-6016670
Sevilla,LL4,180,Fell,1/1/1862,37416670,-6000000
Northwest Africa 828,H3.0-3.4,738,Found,1/1/2000,30300000,-5916670
Bassikounou,H5,29560,Fell,1/1/2006,15783330,-5900000
Northwest Africa 850,H5,5300,Found,1/1/2001,30406670,-5892330
Oviedo,H5,205,Fell,1/1/1856,43400000,-5866670
Northwest Africa 724,LL3,1200,Found,,30233330,-5866670
Northwest Africa 1196,L4/5,43,Found,1/1/2001,30808000,-5855830
Northwest Africa 844,H3,629,Found,1/1/2001,30808000,-5855830
Northwest Africa 845,R4,36,Found,1/1/2001,30808000,-5855830
Northwest Africa 852,CR2,174,Found,1/1/2001,30808000,-5855830
Zagora,"Iron, IAB-ung",50000,Found,1/1/1987,30366670,-5850000
Northwest Africa 025,L6,510,Found,1/1/1999,30333330,-5833330
Northwest Africa 026,L6,1265,Found,1/1/1999,30333330,-5833330
Northwest Africa 027,H5,705,Found,1/1/1999,30333330,-5833330
Northwest Africa 028,H3.7,305,Found,1/1/1999,30333330,-5833330
Northwest Africa 029,L6,275,Found,1/1/1999,30333330,-5833330
Northwest Africa 030,H4,65,Found,1/1/1999,30333330,-5833330
Northwest Africa 031,H5,730,Found,1/1/1999,30333330,-5833330
Northwest Africa 159,L4,4500,Found,1/1/1999,30333330,-5833330
Northwest Africa 266,H5,940,Found,1/1/1999,30333330,-5833330
Northwest Africa 2036,EL6,390,Found,,31591670,-5766670
Northwest Africa 727,L4,364,Found,1/1/1998,30333330,-5750000
Northwest Africa 728,L4,454,Found,1/1/1998,30333330,-5750000
Northwest Africa 729,L5,319,Found,1/1/1998,30333330,-5750000
Northwest Africa 730,L4,150,Found,1/1/1998,30333330,-5750000
Northwest Africa 731,H4,380,Found,1/1/1999,30333330,-5750000
Istifane 001,H4,131.6,Found,1/1/2005,31498520,-5717420
Istifane 002,H5,40,Found,1/1/2005,31498480,-5717400
Istifane 003,L5,18.5,Found,1/1/2005,31485830,-5717120
Istifane 004,H5,10.8,Found,1/1/2006,31502750,-5715270
Beni Semguine,H5-an,18,Found,1/1/1998,30166670,-5666670
Northwest Africa 160,H4,137,Found,1/1/2000,30083330,-5666670
Tagounite,"Iron, IIIAB",3300,Found,1/1/1989,29966670,-5600000
Northwest Africa 050,H5,1145,Found,,29916670,-5583330
Northwest Africa 002,EL6,234.4,Found,1/1/1999,29916670,-5583330
Northwest Africa 003,H4,120,Found,1/1/1999,29916670,-5583330
Northwest Africa 004,L4,115,Found,1/1/1999,29916670,-5583330
Northwest Africa 005,H4,50,Found,1/1/1999,29916670,-5583330
Northwest Africa 006,H5,15,Found,1/1/1999,29916670,-5583330
Northwest Africa 007,LL5,15,Found,1/1/1999,29916670,-5583330
Northwest Africa 008,H4/5,5,Found,1/1/1999,29916670,-5583330
Northwest Africa 010,H4,2000,Found,1/1/1999,29916670,-5583330
Northwest Africa 019,L4,116,Found,1/1/1999,29916670,-5583330
Northwest Africa 020,L4,64,Found,1/1/1999,29916670,-5583330
Northwest Africa 021,L4,166,Found,1/1/1999,29916670,-5583330
Northwest Africa 022,L4,30,Found,1/1/1999,29916670,-5583330
Northwest Africa 023,L4,76,Found,1/1/1999,29916670,-5583330
Northwest Africa 024,H4,800,Found,1/1/1999,29916670,-5583330
Northwest Africa 051,L4,330,Found,,29916670,-5583330
Northwest Africa 161,H4,296,Found,1/1/2000,29916670,-5583330
Northwest Africa 162,H4,818,Found,1/1/2000,29916670,-5583330
Northwest Africa 163,L4,28.7,Found,1/1/1999,29916670,-5583330
Northwest Africa 164,L4,37,Found,1/1/1999,29916670,-5583330
Northwest Africa 165,L4,51.7,Found,1/1/1999,29916670,-5583330
Northwest Africa 166,L4,61.5,Found,1/1/1999,29916670,-5583330
Northwest Africa 169,H5,3.83E+16,Found,1/1/1999,29916670,-5583330
Northwest Africa 170,H5,24,Found,1/1/1999,29916670,-5583330
Northwest Africa 171,L3.9,14.1,Found,1/1/1999,29916670,-5583330
Northwest Africa 251,L5,1120,Found,1/1/1999,29916670,-5583330
Northwest Africa 252,L4,10,Found,1/1/1999,29916670,-5583330
Northwest Africa 253,L5,114,Found,1/1/1999,29916670,-5583330
Northwest Africa 254,H6,247,Found,1/1/1999,29916670,-5583330
Northwest Africa 255,L4,340,Found,1/1/1999,29916670,-5583330
Northwest Africa 256,LL5,7000,Found,1/1/1999,29916670,-5583330
Northwest Africa 257,H6,360,Found,1/1/1999,29916670,-5583330
Northwest Africa 258,H6,273,Found,1/1/1999,29916670,-5583330
Mrirt,Iron,79900,Found,1/1/1937,33133330,-5566670
Agoudal,"Iron, IIAB",100000,Found,1/1/2000,31984570,-5515280
Northwest Africa 723,CV3,395,Found,1/1/2000,29883330,-5500000
Northwest Africa 6129,H6,137412,Found,1/1/2007,30456250,-5486720
El Blida 001,H5,301.2,Found,1/1/1998,29916670,-5416670
El Blida 002,H6,286,Found,1/1/1998,29916670,-5416670
Ojuelos Altos,L6,5850,Fell,1/1/1926,38183330,-5400000
Reliegos,L5,17300,Fell,1/1/1947,42475000,-5333330
Northwest Africa 778,H4,9747,Found,1/1/1999,29416670,-5266670
Talbachat n'aït Isfoul,LL3,8000,Found,1/1/1999,29983330,-5233330
Northwest Africa 052,L5,1088,Found,1/1/1998,31116670,-5183330
Northwest Africa 539,LL3.5,2020,Found,1/1/2000,31100000,-5183330
Northwest Africa 540,H6,3540,Found,1/1/2000,31100000,-5183330
Northwest Africa 541,H3.8,174,Found,1/1/2000,31100000,-5183330
Northwest Africa 542,LL6,102,Found,1/1/2000,31100000,-5183330
Northwest Africa 543,LL4,105,Found,1/1/2000,31100000,-5183330
Northwest Africa 544,L3.8,320,Found,1/1/2000,31100000,-5183330
Alnif,H5,8000,Found,1/1/1992,30666670,-5166670
Bou Azarif,H5,100000,Found,1/1/2010,31156430,-5152620
Cangas de Onis,H5,34000,Fell,1/1/1866,43383330,-5150000
Northwest Africa 767,L4,5146,Found,1/1/2000,30635830,-5088330
Northwest Africa 032,Lunar (basalt),300,Found,1/1/1999,30366670,-5050000
Northwest Africa 725,Acapulcoite,3824,Found,,30600000,-5050000
Chergach,H5,100000,Fell,1/1/2007,23696390,-5014720
Northwest Africa 512,L4,8000,Found,1/1/1999,23600000,-5000000
Northwest Africa 513,L4/5,1000,Found,1/1/1999,23600000,-5000000
Northwest Africa 479,Lunar (basalt),156,Found,1/1/2000,30666670,-4983330
Northwest Africa 769,Eucrite,712,Found,1/1/2000,31702500,-4968330
Northwest Africa 732,H5,580,Found,1/1/1999,30550000,-4966670
Northwest Africa 6236,R4,145,Found,1/1/2005,30971500,-4949830
Northwest Africa 4590,Angrite,212.8,Found,1/1/2006,30317080,-4942880
Agoult,Eucrite,82,Found,1/1/2000,30550000,-4900000
Northwest Africa 2234,Ureilite,422,Found,1/1/2000,30916670,-4900000
Northwest Africa 6235,Ureilite,216,Found,1/1/2005,30928000,-4858330
Northwest Africa 1579,L5,5200,Found,1/1/2001,31500000,-4850000
Villalbeto de la Peña,L6,3500,Fell,1/1/2004,42800000,-4666670
Safsaf,L6,11870,Found,1/1/1998,30266670,-4666670
Northwest Africa 765,CK4/5,767,Found,1/1/2000,31566670,-4516670
Zegdou,H3,6700,Found,1/1/1998,29750000,-4500000
Northwest Africa 740,H5,1000,Found,1/1/2000,30250000,-4416670
Northwest Africa 741,H6,989,Found,1/1/2000,30250000,-4416670
Northwest Africa 821,H3.8,5.1,Found,1/1/2000,31966670,-4416670
Northwest Africa 822,H6,64.5,Found,1/1/2000,31966670,-4416670
Northwest Africa 823,L4,71.2,Found,1/1/2000,31966670,-4416670
N'Goureyma,"Iron, ungrouped",37500,Fell,1/1/1900,13850000,-4383330
Northwest Africa 1578,L6,1549,Found,1/1/2001,31600000,-4383330
Retuerta del Bullaque,"Iron, IAB-MG",100000,Found,1/1/1980,39458890,-4377500
Northwest Africa 011,Achondrite-ung,40,Found,1/1/1999,31333330,-4333330
Northwest Africa 012,L4,15,Found,1/1/1999,31333330,-4333330
Northwest Africa 013,L5,80,Found,1/1/1999,31333330,-4333330
Northwest Africa 014,H3-6,4,Found,1/1/1999,31333330,-4333330
Northwest Africa 015,H4,5,Found,1/1/1999,31333330,-4333330
Northwest Africa 016,H3/4,22,Found,1/1/1999,31333330,-4333330
Northwest Africa 017,H4,78,Found,1/1/1999,31333330,-4333330
Northwest Africa 018,H5,86,Found,1/1/1999,31333330,-4333330
Pontlyfni,Winonaite,157,Fell,1/1/1931,53036390,-4319440
Northwest Africa 6203,"Iron, IAB-MG",35400,Found,1/1/2008,30516670,-4300000
Northwest Africa 009,L5,4,Found,1/1/1999,31500000,-4250000
Northwest Africa 1581,L6,50200,Found,1/1/2001,31383330,-4250000
Northwest Africa 722,L-imp melt,1280,Found,1/1/2000,31150000,-4250000
Taouz 001,L6,2430,Found,1/1/1991,30900000,-4238330
High Possil,L6,4500,Fell,1/1/1804,55900000,-4233330
Northwest Africa 478,L4,724,Found,1/1/2000,32036670,-4195000
Northwest Africa 470,CH3,62.9,Found,1/1/1999,31983330,-4186670
Northwest Africa 820,L3-5,2000,Found,1/1/1999,31416670,-4183330
Ouzina,R4,642,Found,1/1/1999,30800000,-4183330
Northwest Africa 477,H5,1194,Found,1/1/2000,32033330,-4176670
Northwest Africa 471,L5,868,Found,1/1/1999,31975000,-4166670
Northwest Africa 476,H6,344,Found,1/1/1999,32028330,-4158330
Northwest Africa 472,H4,58,Found,1/1/2000,31968330,-4146670
Northwest Africa 474,H6,28.8,Found,1/1/1999,32021670,-4138330
Northwest Africa 475,H4,111.7,Found,1/1/1999,32043330,-4136670
Northwest Africa 473,L4,45.8,Found,1/1/2000,31960000,-4128330
Northwest Africa 735,CK4,161,Found,1/1/1999,30616670,-4116670
Beddgelert,H5,794,Fell,1/1/1949,53016670,-4100000
Aoufous,Eucrite-mmict,195,Found,1/1/2000,31666670,-4066670
Northwest Africa 4421,CO3,24973,Found,1/1/2006,32316670,-4066670
Plancy-l'Abbaye,H4,180,Found,1/1/2003,48666670,-4050000
Northwest Africa 457,H6,175,Found,1/1/2001,31368170,-4016830
Northwest Africa 459,H3,300,Found,1/1/2001,31368170,-4016830
Northwest Africa 460,H6,655,Found,1/1/2001,31368170,-4016830
Northwest Africa 464,H3,159,Found,1/1/2001,31368170,-4016830
Northwest Africa 466,L6,46,Found,1/1/2001,31368170,-4016830
Northwest Africa 1580,L6,5700,Found,1/1/2001,31333330,-4000000
Northwest Africa 726,H4,354,Found,,31033330,-4000000
Northwest Africa 046,H3.8,422,Found,1/1/1999,30900000,-3983330
Northwest Africa 033,C3-ung,192,Found,1/1/1999,30900000,-3966670
Taoudenni,Diogenite,24370,Found,1/1/2007,22791670,-3966670
Taouz 002,LL6,8350,Found,1/1/1999,30900000,-3966670
Stretchleigh,Stone-uncl,10400,Fell,1/1/1623,50383330,-3950000
Henvic,L5,19,Found,1/1/1991,48650000,-3916670
Rammya,H5,2481,Found,1/1/1996,31166670,-3916670
Berlanguillas,L6,1440,Fell,1/1/1811,41683330,-3800000
Daoura,L4,35,Found,1/1/1952,29583330,-3750000
Madrid,L6,400,Fell,1/1/1896,40416670,-3716670
Northwest Africa 779,CV3,200,Found,1/1/1999,31833330,-3666670
Béréba,Eucrite-mmict,18000,Fell,1/1/1924,11650000,-3650000
Colomera,"Iron, IIE",134000,Found,1/1/1912,37433330,-3650000
Pê,L6,,Fell,1/1/1989,11333670,-3542170
Puerto Lápice,Eucrite-br,500,Fell,1/1/2007,39350000,-3516670
Northwest Africa 733,L5,319,Found,1/1/1999,32333330,-3500000
Northwest Africa 734,L5,1150,Found,1/1/1999,32333330,-3500000
Northwest Africa 4422,CK4,14772,Found,1/1/2006,32266670,-3466670
Perth,LL5,2,Fell,1/1/1830,56400000,-3433330
Bechar 001,L6,39000,Found,1/1/1998,30833330,-3333330
Bechar 002,H6,12000,Found,1/1/1998,30833330,-3333330
Kerilis,H5,5000,Fell,1/1/1874,48400000,-3300000
Northwest Africa 2017,L5,99.2,Found,1/1/2003,31700000,-3300000
Strathmore,L6,13400,Fell,1/1/1917,56583330,-3250000
Bouanane,L6,1395,Found,1/1/2009,31983330,-3200000
Northwest Africa 1664,Howardite,6310,Found,1/1/2002,29533330,-3183330
Glenrothes,H5,13,Found,1/1/1998,56250000,-3166670
Kernouve,H6,80000,Fell,1/1/1869,48116670,-3083330
Northwest Africa 034,L4,3500,Found,1/1/1999,32050000,-3033330
Northwest Africa 053,R4,390,Found,,32050000,-3033330
Northwest Africa 054,LL5,305,Found,,32050000,-3033330
Northwest Africa 055,L4,42000,Found,,32050000,-3033330
Ksar el Hajoui,L6,3100,Found,1/1/2010,31993170,-2993470
Anoual,Lunar,592,Found,1/1/2006,32734580,-2957970
Northwest Africa 059,H3.9/4,27000,Found,,31833330,-2933330
Kermichel,L6,3000,Found,1/1/1911,47650000,-2766670
Appley Bridge,LL6,15000,Fell,1/1/1914,53583330,-2716670
Zerhamra,"Iron, IIIAB-an",630000,Found,1/1/1967,29858610,-2645000
Rowton,"Iron, IIIAB",3500,Fell,1/1/1876,52766670,-2516670
Barea,Mesosiderite-A1,3200,Fell,1/1/1842,42383330,-2500000
Gao-Guenie,H5,,Fell,1/1/1960,11650000,-2183330
Gao-Guenie (b),CR,344,Found,1/1/2002,11650000,-2183330
Olmedilla de Alarcón,H5,40000,Fell,1/1/1929,39566670,-2100000
Gasseltepaoua,H5,,Fell,1/1/2000,14150830,-2041670
El Djouf 002,H5,1389,Found,1/1/1989,23450000,-1866670
El Djouf 003,L6,2027,Found,1/1/1989,23500000,-1850000
El Djouf 004,H6,360,Found,1/1/1989,23550000,-1816670
El Djouf 007,H5,4500,Found,1/1/1989,23666670,-1816670
Wiltshire,H5,92750,Found,,51149670,-1810000
Aldsworth,LL5,700,Fell,1/1/1835,51783330,-1783330
Trifir,L6,1000,Found,1/1/1956,20050000,-1683330
El Djouf 006,L6,1072,Found,1/1/1989,23666670,-1583330
Danebury,H6,30,Found,1/1/1974,51138890,-1536110
Hatford,Stone-uncl,29000,Fell,1/1/1628,51650000,-1516670
St. Christophe-la-Chartreuse,L6,5500,Fell,1/1/1841,46950000,-1500000
Nicorps,Stone-uncl,,Fell,1/1/1750,49033330,-1433330
El Djouf 001,CR2,1250,Found,1/1/1989,23433330,-1416670
Tanezrouft 075,L6,616,Found,1/1/2002,24068330,-1352500
Barwell,L5,44000,Fell,1/1/1965,52565280,-1339720
Contis-Plage,H5,44,Found,1/1/2000,44083330,-1316670
Hambleton,"Pallasite, PMG",17600,Found,1/1/2005,54240280,-1198890
Cabezo de Mayo,L/LL6,25000,Fell,1/1/1870,37983330,-1166670
Middlesbrough,L6,1600,Fell,1/1/1881,54566670,-1166670
Molina,H5,144000,Fell,1/1/1858,38116670,-1166670
St. Germain-du-Pinel,H6,4000,Fell,1/1/1890,48016670,-1150000
Launton,L6,1060,Fell,1/1/1830,51900000,-1116670
Esnandes,L6,1500,Fell,1/1/1837,46250000,-1100000
Le Teilleul,Howardite,780,Fell,1/1/1845,48533330,-866670
Zaragoza,"Iron, IVA-an",162000,Found,,41650000,-866670
Sauguis,L6,4000,Fell,1/1/1868,43150000,-850000
Los Martinez,L6,25,Fell,1/1/1894,38000000,-833330
Guibga,L5,288,Fell,1/1/1972,13500000,-683330
Quesa,"Iron, IAB-ung",10750,Fell,1/1/1898,39000000,-666670
Tanezrouft 080,L(LL)5,1056,Found,1/1/2003,24654400,-569280
Tanezrouft 076,L6,3548,Found,1/1/2003,24620500,-561700
Angers,L6,,Fell,1/1/1822,47466670,-550000
Tanezrouft 077,L4,217,Found,1/1/2003,24621120,-539620
Tanezrouft 078,L6,1599,Found,1/1/2003,24735730,-524130
Tanezrouft 079,H6,1031,Found,1/1/2003,24580250,-518630
Touat 001,L6,2650,Found,1/1/2002,27635330,-516670
Touat 002,H5,5150,Found,1/1/2002,27466670,-516670
Tanezrouft 083,L(LL)6,265,Found,1/1/2003,24648050,-514370
Jonzac,Eucrite-mmict,5000,Fell,1/1/1819,45433330,-450000
Tanezrouft 084,L6,369,Found,1/1/2003,24756100,-434580
Tanezrouft 082,CM2,1012,Found,1/1/2003,24817270,-434270
Wold Cottage,L6,25000,Fell,1/1/1795,54136670,-413330
Tanezrouft 023,H5,22,Found,1/1/1991,25312220,-355830
Glatton,L6,767,Fell,1/1/1991,52459720,-300000
Tamentit,"Iron, IIIAB",510000,Found,1/1/1864,27716670,-250000
Beuste,L5,2000,Fell,1/1/1859,43216670,-233330
Tanezrouft 049,H6,56,Found,1/1/1992,25292780,-211110
Tanezrouft 052,H4,737,Found,1/1/1992,25263060,-188890
Bawku,LL5,1557,Fell,1/1/1989,11083330,-183330
Tanezrouft 043,H4/5,284,Found,1/1/1992,25458610,-138060
Tanezrouft 034,H5,4720,Found,1/1/1991,25434720,-90280
Bilanga,Diogenite,25000,Fell,1/1/1999,12450000,-83330
Barbotan,H5,6400,Fell,1/1/1790,43950000,-50000
Sena,H4,4000,Fell,1/1/1773,41716670,-50000
Tanezrouft 033,LL6,120,Found,1/1/1991,25392220,-36390
Oliva-Gandia,Stone-uncl,,Fell,12/22/1519,39000000,-33330
Valencia,H5,33500,Found,,39000000,-33330
Tanezrouft 032,H5,3150,Found,1/1/1991,25370560,-22500
Northwest Africa 5815,L5,256.8,Found,,0,0
Mason Gully,H5,2454,Fell,01/01/2010 12:00:00 AM,0,0
Allan Hills 09004,Howardite,221.7,Found,01/01/2009 12:00:00 AM,0,0
Allan Hills 09005,L5,122.3,Found,01/01/2009 12:00:00 AM,0,0
Allan Hills 09006,H5,104.3,Found,01/01/2009 12:00:00 AM,0,0
Allan Hills 09008,H5,31.3,Found,01/01/2009 12:00:00 AM,0,0
Allan Hills 09009,L6,24.8,Found,01/01/2009 12:00:00 AM,0,0
Allan Hills 09010,L3.4,2.6,Found,01/01/2009 12:00:00 AM,0,0
Allan Hills 09011,LL6,14.2,Found,01/01/2009 12:00:00 AM,0,0
Allan Hills 09012,L6,1.81E+16,Found,01/01/2009 12:00:00 AM,0,0
Allan Hills 09013,L6,25.5,Found,01/01/2009 12:00:00 AM,0,0
Allan Hills 09014,L5,30.2,Found,01/01/2009 12:00:00 AM,0,0
Allan Hills 10910,L5,444.1,Found,01/01/2010 12:00:00 AM,0,0
Allan Hills 10911,L6,218.9,Found,01/01/2010 12:00:00 AM,0,0
Allan Hills 10912,H6,60.3,Found,01/01/2010 12:00:00 AM,0,0
Buckley Island 10930,L6,374.5,Found,01/01/2010 12:00:00 AM,0,0
Buckley Island 10932,L6,879.9,Found,01/01/2010 12:00:00 AM,0,0
Buckley Island 10933,CR2,486,Found,01/01/2010 12:00:00 AM,0,0
Buckley Island 10934,L6,472.2,Found,01/01/2010 12:00:00 AM,0,0
Buckley Island 10935,L6,362.4,Found,01/01/2010 12:00:00 AM,0,0
Buckley Island 10936,L5,335.2,Found,01/01/2010 12:00:00 AM,0,0
Buckley Island 10937,L6,234.6,Found,01/01/2010 12:00:00 AM,0,0
Buckley Island 10938,L5,288,Found,01/01/2010 12:00:00 AM,0,0
Buckley Island 10939,L6,143.9,Found,01/01/2010 12:00:00 AM,0,0
Buckley Island 10940,H6,1.617E+16,Found,01/01/2010 12:00:00 AM,0,0
Buckley Island 10941,L6,118.8,Found,01/01/2010 12:00:00 AM,0,0
Buckley Island 10942,L6,95.4,Found,01/01/2010 12:00:00 AM,0,0
Buckley Island 10943,CO3,27.8,Found,01/01/2010 12:00:00 AM,0,0
Buckley Island 10944,CK4,3.97E+16,Found,01/01/2010 12:00:00 AM,0,0
Buckley Island 10945,H6,80.3,Found,01/01/2010 12:00:00 AM,0,0
Buckley Island 10946,L5,28.3,Found,01/01/2010 12:00:00 AM,0,0
Buckley Island 10947,H5,47.2,Found,01/01/2010 12:00:00 AM,0,0
Buckley Island 10948,L6,41.6,Found,01/01/2010 12:00:00 AM,0,0
Buckley Island 10949,L6,22.6,Found,01/01/2010 12:00:00 AM,0,0
Buckley Island 10950,H6,10.3,Found,01/01/2010 12:00:00 AM,0,0
Buckley Island 10951,L6,26.1,Found,01/01/2010 12:00:00 AM,0,0
Buckley Island 10952,L6,5.8,Found,01/01/2010 12:00:00 AM,0,0
Buckley Island 10953,H4,7.9,Found,01/01/2010 12:00:00 AM,0,0
Buckley Island 10954,L6,22.7,Found,01/01/2010 12:00:00 AM,0,0
Buckley Island 10955,L6,15.1,Found,01/01/2010 12:00:00 AM,0,0
Buckley Island 10956,H5,2.04E+16,Found,01/01/2010 12:00:00 AM,0,0
Buckley Island 10957,L6,4.9,Found,01/01/2010 12:00:00 AM,0,0
Buckley Island 10958,LL6,0.1,Found,01/01/2010 12:00:00 AM,0,0
Buckley Island 10959,H6,0.3,Found,01/01/2010 12:00:00 AM,0,0
Dominion Range 08013,CM2,28.8,Found,01/01/2008 12:00:00 AM,0,0
Dominion Range 08001,Eucrite-br,1.3054E+16,Found,01/01/2008 12:00:00 AM,0,0
Dominion Range 08002,LL-imp melt,173.2,Found,01/01/2008 12:00:00 AM,0,0
Dominion Range 08003,CM2,109,Found,01/01/2008 12:00:00 AM,0,0
Dominion Range 08004,CO3,294.5,Found,01/01/2008 12:00:00 AM,0,0
Dominion Range 08005,Eucrite-br,88.8,Found,01/01/2008 12:00:00 AM,0,0
Dominion Range 08006,CO3,667.3,Found,01/01/2008 12:00:00 AM,0,0
