name,recclass,mass (g),fall,year,reclat,reclong
Queen Alexandra Range 93077,L5,3.22E+16,Found,1/1/1993,-84571790,162135810
Queen Alexandra Range 90286,L5,429.3,Found,1/1/1990,-84612830,162138200
Queen Alexandra Range 93075,L6,96.2,Found,1/1/1993,-84572610,162138520
Queen Alexandra Range 90258,L5,126.5,Found,1/1/1990,-84611470,162138610
Queen Alexandra Range 90279,L5,8.9,Found,1/1/1990,-84606210,162138820
Queen Alexandra Range 93050,LL4,145,Found,1/1/1993,-84572080,162139400
Queen Alexandra Range 90247,L5,1.312E+16,Found,1/1/1990,-84610840,162139710
Queen Alexandra Range 93007,CK5,3.1,Found,1/1/1993,-84605120,162141330
Queen Alexandra Range 90204,H6,334.6,Found,1/1/1990,-84610900,162142030
Queen Alexandra Range 90237,L5,301.8,Found,1/1/1990,-84613910,162144100
Queen Alexandra Range 90261,L5,125.5,Found,1/1/1990,-84611490,162144400
Queen Alexandra Range 90271,L5,79.8,Found,1/1/1990,-84609700,162144610
Queen Alexandra Range 90245,L5,117.6,Found,1/1/1990,-84610190,162145650
Queen Alexandra Range 90219,L5,316,Found,1/1/1990,-84611160,162145660
Queen Alexandra Range 90252,L5,253.4,Found,1/1/1990,-84609940,162147850
Queen Alexandra Range 93004,CM2,3.5,Found,1/1/1993,-84604600,162148320
Queen Alexandra Range 90243,L5,245.9,Found,1/1/1990,-84610730,162150710
Queen Alexandra Range 93053,L5,1.612E+16,Found,1/1/1993,-84571480,162152620
Queen Alexandra Range 93072,L5,68.7,Found,1/1/1993,-84571460,162153450
Queen Alexandra Range 90218,L5,926.5,Found,1/1/1990,-84610170,162153880
Queen Alexandra Range 90241,L5,69.3,Found,1/1/1990,-84605500,162156360
Queen Alexandra Range 90224,L5,245.8,Found,1/1/1990,-84605790,162158940
Queen Alexandra Range 90242,L5,212.5,Found,1/1/1990,-84608200,162159340
Queen Alexandra Range 93309,L3.5,8.4,Found,1/1/1993,-84603840,162163120
Taylor Glacier 82700,L4,892.1,Found,1/1/1982,-77733330,162166670
Queen Alexandra Range 90215,L5,358.9,Found,1/1/1990,-84606700,162167080
Queen Alexandra Range 93332,L5,0.7,Found,1/1/1993,-84603570,162167230
Queen Alexandra Range 93193,L6,7.04E+16,Found,1/1/1993,-84571140,162167680
Queen Alexandra Range 93086,H5,1.2,Found,1/1/1993,-84603030,162167830
Queen Alexandra Range 93337,H6,9.9,Found,1/1/1993,-84603620,162169630
Queen Alexandra Range 93312,L5,5,Found,1/1/1993,-84603700,162172210
Queen Alexandra Range 90210,L5,3.161E+16,Found,1/1/1990,-84605760,162173590
Queen Alexandra Range 93306,H6,7.8,Found,1/1/1993,-84602180,162181990
Queen Alexandra Range 93035,L5,329.3,Found,1/1/1993,-84605540,162182220
Queen Alexandra Range 93209,L6,3.6,Found,1/1/1993,-84602080,162182590
Queen Alexandra Range 93080,L6,109.2,Found,1/1/1993,-84602950,162183470
Queen Alexandra Range 93346,H6,4.5,Found,1/1/1993,-84600380,162184970
Queen Alexandra Range 93303,L5,35.1,Found,1/1/1993,-84601500,162186020
Queen Alexandra Range 93302,H5,3.77E+16,Found,1/1/1993,-84601210,162186720
Queen Alexandra Range 93320,H6,6,Found,1/1/1993,-84599880,162187380
Queen Alexandra Range 93339,H6,4.1,Found,1/1/1993,-84599940,162187850
Queen Alexandra Range 93200,L6,82.2,Found,1/1/1993,-84570110,162192910
Queen Alexandra Range 93260,L5,24.4,Found,1/1/1993,-84599830,162193270
Queen Alexandra Range 90229,L5,3.076E+16,Found,1/1/1990,-84603530,162194550
Queen Alexandra Range 93429,CV3,7.8,Found,1/1/1993,-84599240,162194870
Queen Alexandra Range 93341,Ureilite,7.5,Found,1/1/1993,-84599140,162195790
Queen Alexandra Range 93208,H5,4.8,Found,1/1/1993,-84599150,162195820
Queen Alexandra Range 93329,L6,1.8,Found,1/1/1993,-84599210,162195880
Queen Alexandra Range 93347,H5,5.5,Found,1/1/1993,-84599180,162195990
Queen Alexandra Range 93082,L5,116.7,Found,1/1/1993,-84599710,162196330
Queen Alexandra Range 93239,L6,1.86E+16,Found,1/1/1993,-84599140,162198330
Queen Alexandra Range 93070,L5,80.5,Found,1/1/1993,-84598910,162200350
Queen Alexandra Range 93246,L6,21.3,Found,1/1/1993,-84597840,162205980
Queen Alexandra Range 90256,L5,166,Found,1/1/1990,-84602920,162207040
Queen Alexandra Range 90249,L5,1.507E+16,Found,1/1/1990,-84601080,162209230
Queen Alexandra Range 93345,H6,10,Found,1/1/1993,-84596940,162211430
Queen Alexandra Range 90246,L5,103.1,Found,1/1/1990,-84598050,162213360
Queen Alexandra Range 93034,H5,356.8,Found,1/1/1993,-84622470,162214050
Queen Alexandra Range 93300,H5,35.6,Found,1/1/1993,-84595680,162217170
Queen Alexandra Range 90225,L5,325.5,Found,1/1/1990,-84601020,162222810
Queen Alexandra Range 90214,L5,5.713E+16,Found,1/1/1990,-84600760,162224500
Queen Alexandra Range 93207,L6,3.6,Found,1/1/1993,-84592200,162227660
Queen Alexandra Range 90216,L5,359.3,Found,1/1/1990,-84600510,162227910
Queen Alexandra Range 93331,L5,56.8,Found,1/1/1993,-84592220,162228240
Queen Alexandra Range 93255,H5,9.9,Found,1/1/1993,-84615480,162228470
Queen Alexandra Range 93212,H5,30.7,Found,1/1/1993,-84592250,162231600
Queen Alexandra Range 93001,Mesosiderite,1050.8,Found,1/1/1993,-84617020,162232530
Queen Alexandra Range 93237,H6,1.4,Found,1/1/1993,-84591710,162233450
Queen Alexandra Range 93057,L5,186.8,Found,1/1/1993,-84598560,162234400
Queen Alexandra Range 93265,L5,48.5,Found,1/1/1993,-84592340,162235140
Queen Alexandra Range 90207,L5,366.9,Found,1/1/1990,-84599510,162239300
Queen Alexandra Range 90235,L5,178.8,Found,1/1/1990,-84593430,162239650
Queen Alexandra Range 93250,L5,20.6,Found,1/1/1993,-84591530,162240200
Queen Alexandra Range 93240,L5,52.2,Found,1/1/1993,-84594750,162240270
Queen Alexandra Range 93326,H6,2.7,Found,1/1/1993,-84591400,162240870
Queen Alexandra Range 93258,L5,8.2E+15,Found,1/1/1993,-84591390,162241740
Queen Alexandra Range 93256,L6,1.4,Found,1/1/1993,-84591390,162241770
Queen Alexandra Range 93252,L5,3.72E+16,Found,1/1/1993,-84591320,162241860
Queen Alexandra Range 93268,H5,6.6,Found,1/1/1993,-84591300,162243120
Queen Alexandra Range 93234,H5,9,Found,1/1/1993,-84591070,162245760
Queen Alexandra Range 93254,L5,3.8,Found,1/1/1993,-84591050,162245810
Queen Alexandra Range 93340,H6,2.9,Found,1/1/1993,-84590880,162246050
Queen Alexandra Range 93236,H6,4.1,Found,1/1/1993,-84591040,162246220
Queen Alexandra Range 93213,H5,12.6,Found,1/1/1993,-84591050,162246240
Queen Alexandra Range 93244,L5,53.4,Found,1/1/1993,-84592430,162247180
Queen Alexandra Range 93349,H6,6.5,Found,1/1/1993,-84590710,162247300
Queen Alexandra Range 93008,Howardite,2.9,Found,1/1/1993,-84590710,162247340
Queen Alexandra Range 93214,H5,1.69E+16,Found,1/1/1993,-84591170,162247660
Queen Alexandra Range 93124,H5,69.7,Found,1/1/1993,-84572100,162247990
Queen Alexandra Range 93226,H5,3.9,Found,1/1/1993,-84590970,162248130
Queen Alexandra Range 93242,H6,22.2,Found,1/1/1993,-84591070,162248160
Queen Alexandra Range 93259,H5,3.8,Found,1/1/1993,-84591010,162248230
Queen Alexandra Range 93249,L5,29.4,Found,1/1/1993,-84591440,162248460
Queen Alexandra Range 93227,L6,4.6,Found,1/1/1993,-84590900,162248900
Queen Alexandra Range 93316,L4,1.5,Found,1/1/1993,-84590430,162249040
Queen Alexandra Range 90248,L5,153.9,Found,1/1/1990,-84593250,162249530
Queen Alexandra Range 90270,L5,78,Found,1/1/1990,-84593590,162249650
Queen Alexandra Range 93107,H6,5.4,Found,1/1/1993,-84573660,162249660
Queen Alexandra Range 93028,H5,698.7,Found,1/1/1993,-84617760,162250990
Queen Alexandra Range 90200,H4,9.2167E+16,Found,1/1/1990,-84597840,162252990
Queen Alexandra Range 93062,L5,99,Found,1/1/1993,-84591910,162256840
Queen Alexandra Range 90244,L5,152.4,Found,1/1/1990,-84593040,162258920
Queen Alexandra Range 90227,L5,200.1,Found,1/1/1990,-84596170,162285310
Queen Alexandra Range 93231,L5,111.5,Found,1/1/1993,-84593490,162285670
Queen Alexandra Range 90263,L5,105.8,Found,1/1/1990,-84596330,162291530
Queen Alexandra Range 90280,L5,7.5,Found,1/1/1990,-84596660,162295590
Queen Alexandra Range 90274,L5,99.5,Found,1/1/1990,-84594340,162296310
Queen Alexandra Range 90234,L5,333.2,Found,1/1/1990,-84594840,162298380
Purgatory Peak A77006,"Iron, IAB-MG",19068,Found,1/1/1977,-77333330,162300000
Queen Alexandra Range 90269,L5,54,Found,1/1/1990,-84594820,162300260
Queen Alexandra Range 90233,L5,157.4,Found,1/1/1990,-84594120,162300820
Queen Alexandra Range 90205,L5,458.5,Found,1/1/1990,-84596120,162305080
Queen Alexandra Range 90238,L5,205.1,Found,1/1/1990,-84595150,162305500
Queen Alexandra Range 93197,L5,105,Found,1/1/1993,-84593500,162309360
Queen Alexandra Range 93245,L5,124.7,Found,1/1/1993,-84596580,162310370
Queen Alexandra Range 90236,L5,187.1,Found,1/1/1990,-84595150,162310570
Queen Alexandra Range 93247,L5,68.3,Found,1/1/1993,-84593300,162312310
Queen Alexandra Range 90253,L5,115.9,Found,1/1/1990,-84595120,162313310
Queen Alexandra Range 90251,L5,126.6,Found,1/1/1990,-84595280,162313840
Queen Alexandra Range 93205,H6,1.1,Found,1/1/1993,-84592020,162316080
Queen Alexandra Range 90260,L5,1.312E+16,Found,1/1/1990,-84594960,162318790
Queen Alexandra Range 90217,L5,327.7,Found,1/1/1990,-84595030,162319900
Queen Alexandra Range 90202,L5,440,Found,1/1/1990,-84596330,162322880
Queen Alexandra Range 93040,L5,346.1,Found,1/1/1993,-84594080,162337370
Queen Alexandra Range 93264,H6,96.1,Found,1/1/1993,-84592770,162337420
Queen Alexandra Range 90206,L5,548.9,Found,1/1/1990,-84595800,162337560
Queen Alexandra Range 90201,L5,1282.5,Found,1/1/1990,-84596220,162339770
Queen Alexandra Range 90265,L5,1.413E+16,Found,1/1/1990,-84594820,162346740
Queen Alexandra Range 90209,L5,560.4,Found,1/1/1990,-84595080,162347950
Queen Alexandra Range 90257,L5,104,Found,1/1/1990,-84594790,162360670
Queen Alexandra Range 93103,H5,9.2E+15,Found,1/1/1993,-84591330,162361700
Queen Alexandra Range 93228,L5,121.5,Found,1/1/1993,-84593840,162364620
Queen Alexandra Range 93225,L5,7.31E+16,Found,1/1/1993,-84594430,162367820
Queen Alexandra Range 90230,L5,236.3,Found,1/1/1990,-84595660,162369180
Queen Alexandra Range 93009,Diogenite,12.5,Found,1/1/1993,-84608730,162369780
Queen Alexandra Range 90268,L5,75.2,Found,1/1/1990,-84593880,162371920
Queen Alexandra Range 90250,L5,1.507E+16,Found,1/1/1990,-84596420,162372870
Queen Alexandra Range 90273,L5,6.41E+16,Found,1/1/1990,-84595000,162374770
Queen Alexandra Range 93029,H5,723.8,Found,1/1/1993,-84613190,162389760
Queen Alexandra Range 90221,L5,432.7,Found,1/1/1990,-84596510,162395790
Queen Alexandra Range 93037,L5,3.269E+16,Found,1/1/1993,-84597130,162400100
Queen Alexandra Range 90208,L5,811.6,Found,1/1/1990,-84597800,162400270
Queen Alexandra Range 93016,L6,1979.6,Found,1/1/1993,-84619140,162430540
Queen Alexandra Range 90278,L5,16.7,Found,1/1/1990,-84602730,162435390
Queen Alexandra Range 93014,H6,1767.2,Found,1/1/1993,-84623840,162441940
Queen Alexandra Range 93011,H4,7459.8,Found,1/1/1993,-84615970,162447410
Queen Alexandra Range 86900,Mesosiderite,1532.3,Found,1/1/1986,-84603580,162455870
Queen Alexandra Range 90228,H6,244.7,Found,1/1/1990,-84602100,162479240
Queen Alexandra Range 93013,H5,1993.7,Found,1/1/1993,-84630180,162492300
Queen Alexandra Range 93060,H5,118.5,Found,1/1/1993,-84573920,162492900
Queen Alexandra Range 93051,H5,139.4,Found,1/1/1993,-84573700,162497080
Queen Alexandra Range 93315,H6,2.7,Found,1/1/1993,-84573380,162499580
Queen Alexandra Range 93310,H5,6.6,Found,1/1/1993,-84573460,162499880
Queen Alexandra Range 93322,H5,13.7,Found,1/1/1993,-84573460,162499940
Queen Alexandra Range 93335,H5,4.8,Found,1/1/1993,-84573350,162500080
Queen Alexandra Range 93319,H5,6,Found,1/1/1993,-84573350,162500190
Queen Alexandra Range 93025,H5,626.1,Found,1/1/1993,-84630510,162502120
Queen Alexandra Range 90223,H6,329.5,Found,1/1/1990,-84599690,162503480
Queen Alexandra Range 93023,H5,957.1,Found,1/1/1993,-84630530,162504920
Queen Alexandra Range 93010,H5,6214.9,Found,1/1/1993,-84630920,162505130
Queen Alexandra Range 93024,H5,708.2,Found,1/1/1993,-84629280,162505370
Queen Alexandra Range 93026,H5,1258.7,Found,1/1/1993,-84630740,162505400
Queen Alexandra Range 93190,H5,9.3E+15,Found,1/1/1993,-84629550,162513830
Queen Alexandra Range 93088,L6,2.1,Found,1/1/1993,-84630750,162525500
Queen Alexandra Range 93084,H4,3.3,Found,1/1/1993,-84630500,162525830
Queen Alexandra Range 93081,H4,42.7,Found,1/1/1993,-84630180,162526480
Queen Alexandra Range 93122,L6,2.3,Found,1/1/1993,-84630050,162526520
Queen Alexandra Range 93100,H6,0.7,Found,1/1/1993,-84630070,162526650
Queen Alexandra Range 93090,H6,2.7,Found,1/1/1993,-84630170,162526760
Queen Alexandra Range 93079,H5,3.1,Found,1/1/1993,-84630300,162528380
Queen Alexandra Range 93083,H4,8.7E+15,Found,1/1/1993,-84630660,162532020
Queen Alexandra Range 93085,L6,1.2,Found,1/1/1993,-84630700,162532130
Queen Alexandra Range 93115,L6,4.8,Found,1/1/1993,-84630910,162534600
Queen Alexandra Range 93313,L5,3.8,Found,1/1/1993,-84581790,162538480
Queen Alexandra Range 93311,L5,12.4,Found,1/1/1993,-84581660,162540070
Queen Alexandra Range 93052,L5,164.9,Found,1/1/1993,-84588100,162549200
Queen Alexandra Range 93152,H6,4.2,Found,1/1/1993,-84578320,162556320
Queen Alexandra Range 93141,LL5,41.4,Found,1/1/1993,-84578280,162557580
Queen Alexandra Range 93134,L5,0.9,Found,1/1/1993,-84575700,162558160
Queen Alexandra Range 93138,L5,1.2,Found,1/1/1993,-84576020,162559040
Queen Alexandra Range 93143,L5,27.3,Found,1/1/1993,-84582110,162560100
Queen Alexandra Range 93159,H5,0.5,Found,1/1/1993,-84576070,162561650
Queen Alexandra Range 93133,H5,3,Found,1/1/1993,-84576210,162561740
Queen Alexandra Range 93113,L5,0.8,Found,1/1/1993,-84575840,162561960
Queen Alexandra Range 93261,L6,4.3,Found,1/1/1993,-84580470,162562250
Queen Alexandra Range 93106,H6,2.6,Found,1/1/1993,-84575780,162562530
Queen Alexandra Range 93119,L5,1.1,Found,1/1/1993,-84575970,162562560
Queen Alexandra Range 93174,L5,3.3,Found,1/1/1993,-84575960,162562640
Queen Alexandra Range 93181,L5,1.3,Found,1/1/1993,-84576010,162562700
Queen Alexandra Range 93154,L6,2,Found,1/1/1993,-84576100,162562800
Queen Alexandra Range 93101,H6,0.7,Found,1/1/1993,-84575850,162562910
Queen Alexandra Range 93096,L5,1.5,Found,1/1/1993,-84575880,162563140
Queen Alexandra Range 93116,L5,11.5,Found,1/1/1993,-84575860,162563150
Queen Alexandra Range 93073,L5,81.2,Found,1/1/1993,-84582080,162563310
Queen Alexandra Range 93170,L5,2.4,Found,1/1/1993,-84576050,162563490
Queen Alexandra Range 93145,L6,1.3,Found,1/1/1993,-84576090,162563770
Queen Alexandra Range 93158,L6,3.1,Found,1/1/1993,-84576080,162563900
Queen Alexandra Range 93091,H6,2.7,Found,1/1/1993,-84575640,162564000
Queen Alexandra Range 93126,Mesosiderite,2.6,Found,1/1/1993,-84576000,162564110
Queen Alexandra Range 93111,H6,0.8,Found,1/1/1993,-84575630,162564140
Queen Alexandra Range 93171,L6,1.3,Found,1/1/1993,-84575980,162564150
Queen Alexandra Range 93172,L5,1.3,Found,1/1/1993,-84576070,162564380
Queen Alexandra Range 93125,H6,69.7,Found,1/1/1993,-84575920,162564490
Queen Alexandra Range 93127,L5,2,Found,1/1/1993,-84576030,162565030
Queen Alexandra Range 93155,H6,2,Found,1/1/1993,-84575870,162565210
Queen Alexandra Range 93098,H6,1.2,Found,1/1/1993,-84575700,162565240
Queen Alexandra Range 93139,H5,1.2,Found,1/1/1993,-84575830,162565280
Queen Alexandra Range 93095,L5,1.4,Found,1/1/1993,-84575580,162565550
Queen Alexandra Range 93137,H5,6.9,Found,1/1/1993,-84575770,162565720
Queen Alexandra Range 93069,Lunar (anorth),21.4,Found,1/1/1993,-84576510,162565730
Queen Alexandra Range 93149,L5,1.1,Found,1/1/1993,-84575780,162565740
Queen Alexandra Range 93123,L5,23.2,Found,1/1/1993,-84575580,162565760
Queen Alexandra Range 93104,H6,9.2E+15,Found,1/1/1993,-84575660,162565780
Queen Alexandra Range 93110,H6,7.7,Found,1/1/1993,-84575590,162565860
Queen Alexandra Range 93157,H5,3.1,Found,1/1/1993,-84575750,162565920
Queen Alexandra Range 93130,L5,8.7E+15,Found,1/1/1993,-84575750,162566020
Queen Alexandra Range 93099,L6,1.2,Found,1/1/1993,-84575700,162566310
Queen Alexandra Range 93150,Mesosiderite,1.1,Found,1/1/1993,-84575770,162566330
Queen Alexandra Range 93164,L5,20.8,Found,1/1/1993,-84575860,162566370
Queen Alexandra Range 93092,L5,2.7,Found,1/1/1993,-84575720,162566470
Queen Alexandra Range 93093,H6,1.8,Found,1/1/1993,-84575720,162566500
Queen Alexandra Range 93163,L5,5.1,Found,1/1/1993,-84576060,162566540
Queen Alexandra Range 93097,H6,2.2,Found,1/1/1993,-84575740,162566600
Queen Alexandra Range 93131,H5,3.4,Found,1/1/1993,-84576060,162566600
Queen Alexandra Range 93135,L5,3.6,Found,1/1/1993,-84575870,162566600
Queen Alexandra Range 93117,H6,11.5,Found,1/1/1993,-84575630,162566640
Queen Alexandra Range 93151,H6,8.4,Found,1/1/1993,-84576070,162566660
Queen Alexandra Range 93132,L5,3,Found,1/1/1993,-84576030,162566690
Queen Alexandra Range 93153,L5,11.6,Found,1/1/1993,-84575810,162566710
Queen Alexandra Range 93094,H6,1.8,Found,1/1/1993,-84575640,162566730
Queen Alexandra Range 93112,L5,0.3,Found,1/1/1993,-84575700,162566740
Queen Alexandra Range 93105,H6,0.3,Found,1/1/1993,-84575700,162566770
Queen Alexandra Range 93166,L5,25.1,Found,1/1/1993,-84576070,162566770
Queen Alexandra Range 93148,Achondrite-ung,1.1,Found,1/1/1993,-84575840,162566810
Queen Alexandra Range 93109,L5,7.7,Found,1/1/1993,-84575690,162566850
Queen Alexandra Range 93128,L5,1.3,Found,1/1/1993,-84575760,162567000
Queen Alexandra Range 93118,L5,0.3,Found,1/1/1993,-84575710,162567090
Queen Alexandra Range 93142,H5,29.8,Found,1/1/1993,-84575850,162567340
Queen Alexandra Range 93121,H6,2.3,Found,1/1/1993,-84575690,162567390
Queen Alexandra Range 93173,L5,1.6,Found,1/1/1993,-84575550,162567390
Queen Alexandra Range 93140,L6,11,Found,1/1/1993,-84575950,162567400
Queen Alexandra Range 93168,LL6,60.2,Found,1/1/1993,-84575870,162567400
Queen Alexandra Range 93114,H6,2.1,Found,1/1/1993,-84575680,162567420
Queen Alexandra Range 93002,Mesosiderite,2.6,Found,1/1/1993,-84575600,162567580
Queen Alexandra Range 93156,L5,10.4,Found,1/1/1993,-84576240,162567630
Queen Alexandra Range 93192,LL5,3.9,Found,1/1/1993,-84575710,162567720
Queen Alexandra Range 93201,H5,82.2,Found,1/1/1993,-84575710,162567720
Queen Alexandra Range 93136,L6,6.9,Found,1/1/1993,-84575870,162567730
Queen Alexandra Range 93183,L6,9.7E+15,Found,1/1/1993,-84575720,162567810
Queen Alexandra Range 93176,L5,2.1,Found,1/1/1993,-84575970,162567890
Queen Alexandra Range 93189,H5,6.3,Found,1/1/1993,-84575730,162567940
Queen Alexandra Range 93169,L6,2.4,Found,1/1/1993,-84575830,162568210
Queen Alexandra Range 93167,H5,14.8,Found,1/1/1993,-84575860,162568260
Queen Alexandra Range 93160,L5,11.5,Found,1/1/1993,-84575890,162568280
Queen Alexandra Range 93147,L6,1.7,Found,1/1/1993,-84575860,162568310
Queen Alexandra Range 93165,LL5,11.6,Found,1/1/1993,-84575890,162568320
Queen Alexandra Range 93129,H4,7.6,Found,1/1/1993,-84575960,162568500
Queen Alexandra Range 93179,L5,5.9,Found,1/1/1993,-84575870,162568500
Queen Alexandra Range 93204,L5,7.4,Found,1/1/1993,-84575740,162568690
Queen Alexandra Range 93202,L5,4.4,Found,1/1/1993,-84575650,162568890
Queen Alexandra Range 93146,H5,1.3,Found,1/1/1993,-84575860,162568930
Queen Alexandra Range 93198,L5,11.8,Found,1/1/1993,-84575760,162569090
Queen Alexandra Range 93120,L5,6.4,Found,1/1/1993,-84575800,162569210
Queen Alexandra Range 93144,L5,15.7,Found,1/1/1993,-84575830,162569310
Queen Alexandra Range 93162,L5,27.4,Found,1/1/1993,-84575840,162569350
Queen Alexandra Range 93161,H4,4.8,Found,1/1/1993,-84575910,162569370
Queen Alexandra Range 93006,CM2,2.7,Found,1/1/1993,-84575940,162569430
Queen Alexandra Range 93206,H6,3.6,Found,1/1/1993,-84575530,162569690
Queen Alexandra Range 93185,H5,4.3,Found,1/1/1993,-84575710,162569800
Queen Alexandra Range 93064,LL5,86.4,Found,1/1/1993,-84577980,162569910
Queen Alexandra Range 93186,L5,3.67E+16,Found,1/1/1993,-84575570,162570080
Queen Alexandra Range 93187,L5,32.5,Found,1/1/1993,-84575520,162570800
Queen Alexandra Range 93203,H6,1.4,Found,1/1/1993,-84575850,162570820
Queen Alexandra Range 93177,L5,25.8,Found,1/1/1993,-84575520,162571440
Queen Alexandra Range 93180,L5,11.1,Found,1/1/1993,-84575420,162572040
Queen Alexandra Range 93175,L5,24.7,Found,1/1/1993,-84575520,162572180
Queen Alexandra Range 93178,L5,60.4,Found,1/1/1993,-84575430,162572220
Queen Alexandra Range 90255,H6,99.5,Found,1/1/1990,-84574840,162572540
Queen Alexandra Range 93199,H5,1.81E+16,Found,1/1/1993,-84575860,162573080
Queen Alexandra Range 93194,L5,50.8,Found,1/1/1993,-84576100,162575010
Queen Alexandra Range 90264,L5,109.3,Found,1/1/1990,-84585720,162580070
Queen Alexandra Range 93032,L5,418,Found,1/1/1993,-84587350,162585840
Queen Alexandra Range 90232,L5,181.9,Found,1/1/1990,-84580590,162586330
Queen Alexandra Range 93047,L5,173.9,Found,1/1/1993,-84582940,162588990
Queen Alexandra Range 90212,L5,607.4,Found,1/1/1990,-84586320,162610050
Queen Alexandra Range 90211,L5,436.3,Found,1/1/1990,-84586320,162613420
Queen Alexandra Range 93343,L5,51.2,Found,1/1/1993,-84579320,162613770
Queen Alexandra Range 93067,L5,96.5,Found,1/1/1993,-84579360,162613900
Queen Alexandra Range 93301,H5,13,Found,1/1/1993,-84579350,162614260
Queen Alexandra Range 93323,L5,13.7,Found,1/1/1993,-84579250,162614460
Queen Alexandra Range 93333,H5,6.4,Found,1/1/1993,-84579260,162614520
Queen Alexandra Range 93243,H5,21,Found,1/1/1993,-84579490,162615020
Queen Alexandra Range 93210,H5,4.7,Found,1/1/1993,-84579370,162615140
Queen Alexandra Range 93308,H6,1.94E+16,Found,1/1/1993,-84579390,162615320
Queen Alexandra Range 93232,H6,10.6,Found,1/1/1993,-84579490,162615330
Queen Alexandra Range 90213,L5,389,Found,1/1/1990,-84586000,162615640
Queen Alexandra Range 93219,H5,38.9,Found,1/1/1993,-84579260,162618010
Queen Alexandra Range 93217,H5,8.1,Found,1/1/1993,-84579320,162618290
Queen Alexandra Range 93235,LL5,9.1,Found,1/1/1993,-84579660,162620890
Queen Alexandra Range 93233,H6,8.9,Found,1/1/1993,-84579370,162626300
Queen Alexandra Range 93253,H5,3.8,Found,1/1/1993,-84579400,162626710
Queen Alexandra Range 93215,H5,12.6,Found,1/1/1993,-84579460,162626900
Queen Alexandra Range 93262,L5,7.4,Found,1/1/1993,-84579510,162627560
Queen Alexandra Range 93221,H5,53.5,Found,1/1/1993,-84579600,162631820
Queen Alexandra Range 93066,H5,6.61E+16,Found,1/1/1993,-84579650,162637250
Queen Alexandra Range 90254,L5,166.9,Found,1/1/1990,-84582270,162645590
Queen Alexandra Range 93071,H5,38.1,Found,1/1/1993,-84579520,162648190
Queen Alexandra Range 93058,L5,1.382E+16,Found,1/1/1993,-84581170,162665470
Queen Alexandra Range 90231,L5,169.2,Found,1/1/1990,-84580790,162684970
Queen Alexandra Range 93015,L6,2502,Found,1/1/1993,-84535260,162700720
Queen Alexandra Range 90239,L5,168.2,Found,1/1/1990,-84590300,162715110
Queen Alexandra Range 90277,H6,26,Found,1/1/1990,-84595340,162769260
Queen Alexandra Range 90284,L5,85.7,Found,1/1/1990,-84583560,162770510
Queen Alexandra Range 90283,L5,93,Found,1/1/1990,-84583380,162772170
Queen Alexandra Range 90282,L5,236.8,Found,1/1/1990,-84583080,162773600
Queen Alexandra Range 90285,L5,179.1,Found,1/1/1990,-84583080,162773600
Queen Alexandra Range 90240,L5,115.8,Found,1/1/1990,-84582940,162777840
Queen Alexandra Range 90203,H6,1.1321E+16,Found,1/1/1990,-84593010,162784830
Queen Alexandra Range 90220,L6,377.4,Found,1/1/1990,-84591920,162799430
Queen Alexandra Range 90222,L6,476.8,Found,1/1/1990,-84594870,162827120
Queen Alexandra Range 93012,H6,8000,Found,1/1/1993,-84575340,162936820
Queen Alexandra Range 93048,L5,214.3,Found,1/1/1993,-84575260,162937060
Queen Alexandra Range 93182,H5,135.5,Found,1/1/1993,-84575350,162943240
Queen Alexandra Range 93059,L5,189.6,Found,1/1/1993,-84576130,162948550
Queen Alexandra Range 93021,L5,2.1003E+16,Found,1/1/1993,-84578360,162962760
Queen Alexandra Range 87401,L6,4866.2,Found,1/1/1987,-84415110,163674320
Queen Alexandra Range 87400,L6,118.7,Found,1/1/1987,-84410650,163755710
Anyujskij,"Iron, IIAB",100000,Found,1/1/1981,66900000,164200000
Bowden Névé 85800,H6,140.6,Found,1/1/1985,-83500000,165000000
Nassirah,H4,347,Fell,1/1/1936,-21733330,165900000
Dominion Range 85500,H5,59.8,Found,1/1/1985,-85333330,166500000
Dominion Range 85501,H5,126.2,Found,1/1/1985,-85333330,166500000
Dominion Range 85502,L6,302.2,Found,1/1/1985,-85333330,166500000
Dominion Range 85503,L6,719.7,Found,1/1/1985,-85333330,166500000
Dominion Range 85504,L4,120.6,Found,1/1/1985,-85333330,166500000
Dominion Range 85505,LL5,31.4,Found,1/1/1985,-85333330,166500000
Dominion Range 85506,LL5,58.8,Found,1/1/1985,-85333330,166500000
Dominion Range 85507,H5,189.9,Found,1/1/1985,-85333330,166500000
Dominion Range 85508,H6,14,Found,1/1/1985,-85333330,166500000
Dominion Range 85509,L6,7.61E+16,Found,1/1/1985,-85333330,166500000
Dominion Range 85510,L6,31.7,Found,1/1/1985,-85333330,166500000
Aliskerovo,"Iron, IIIE-an",58400,Found,1/1/1977,67883330,167500000
Queen Alexandra Range 02100,LL5,1007.5,Found,1/1/2002,-84000000,168000000
Queen Alexandra Range 02101,LL5,96,Found,1/1/2002,-84000000,168000000
Queen Alexandra Range 02102,LL5,739,Found,1/1/2002,-84000000,168000000
Queen Alexandra Range 02103,H5,433,Found,1/1/2002,-84000000,168000000
Queen Alexandra Range 02104,H5,986,Found,1/1/2002,-84000000,168000000
