,name,mass,fall,year,reclat,reclong
17339,Kelly,44300.0,Found,01/01/1937,40.46667,-103.03333
16405,Horh Uul,44000.0,Found,01/01/2001,43.25,104.16667
6381,Dar al Gani 610,44000.0,Found,01/01/1998,26.85,16.73333
38200,Ust-Nyukzha,44000.0,Found,01/01/1992,56.38333000000001,120.46667
36282,Rodeo,44000.0,Found,01/01/1852,25.33333,-104.66667
8315,Dix,44000.0,Found,01/01/1927,41.23333,-103.48333000000001
37432,Seminole,43900.0,Found,01/01/1961,32.68333,-102.61667
7161,Dhofar 1288,43600.0,Found,01/01/2004,18.27833,54.285
37175,Sayh al Uhaymir 270,43508.2,Found,01/01/2003,20.72918,57.189
37717,Staunton,43500.0,Found,01/01/1869,38.21667,-79.05
30286,Northwest Africa 7144,43418.0,Found,01/01/2011,0.0,0.0
38057,Tombigbee River,43000.0,Found,01/01/1859,32.23333,-88.2
29870,Northwest Africa 6411,43000.0,Found,01/01/2006,0.0,0.0
1537,Aggie Creek,43000.0,Found,01/01/1942,64.88333,-163.16666999999998
5460,Chilkoot,43000.0,Found,01/01/1881,59.333330000000004,-136.0
21652,Lixian,43000.0,Found,01/01/2005,29.851670000000002,111.59833
7377,Dhofar 1565,43000.0,Found,01/01/2008,18.2735,54.21366999999999
22944,Merceditas,42900.0,Found,01/01/1884,-26.33333,-70.28333
7231,Dhofar 1426,42850.0,Found,01/01/2001,19.173,54.704069999999994
17265,Joe Wright Mountain,42600.0,Found,01/01/1884,35.76667,-91.5
5024,Ballinoo,42200.0,Found,01/01/1892,-27.7,115.76666999999999
32031,Point Berliet,42000.0,Found,01/01/2001,20.537,9.53783
22877,Macy,42000.0,Found,01/01/1984,34.21667,-103.91667
26464,Northwest Africa 055,42000.0,Found,,32.05,-3.03333
5171,Bonita Springs,41800.0,Found,01/01/1938,26.26667,-81.75
3428,Anton,41800.0,Found,01/01/1965,33.7825,-102.18111
38018,Tieraco Creek,41700.0,Found,01/01/1922,-26.33333,118.33333
1577,Al Huqf 010,41539.3,Found,01/01/2002,19.86785,57.0028
5276,Cacaria,41400.0,Found,01/01/1867,24.5,-104.8
5487,Clovis (no. 2),41300.0,Found,01/01/1963,34.3,-103.13333
5275,Butler,41000.0,Found,01/01/1874,38.3,-94.36667
5025,Balsas,41000.0,Found,01/01/1974,-7.5313300000000005,-46.04117
30959,Obernkirchen,41000.0,Found,01/01/1863,52.26667,9.1
5214,Brownfield (1937),40960.0,Found,01/01/1937,33.21667,-102.18333
24091,Millen,40800.0,Found,01/01/1975,32.83528,-81.87389
36053,Richfield,40800.0,Found,01/01/1983,37.22222,-101.68139000000001
12624,Glenormiston,40800.0,Found,01/01/1925,-22.9,138.71667
31008,Orlovka,40500.0,Found,01/01/1928,56.0,76.75
9166,Dronino,40000.0,Found,01/01/2000,54.746669999999995,41.42167
38389,Wynella,40000.0,Found,01/01/1945,-28.95,148.13333
5305,Calliham,40000.0,Found,01/01/1958,28.41667,-98.25
9419,El Simbolar,40000.0,Found,01/01/1938,-30.633329999999997,-64.88333
30923,Nullarbor 001,40000.0,Found,01/01/1935,-31.0,132.0
45676,Yilmia,40000.0,Found,01/01/1969,-31.191670000000002,121.53333
16557,Jerslev,40000.0,Found,01/01/1976,55.608833,11.229167
32004,Pinnaroo,39400.0,Found,01/01/1927,-35.38333,140.91666999999998
7507,Dhofar 1700,39000.0,Found,01/01/2010,18.866220000000002,54.679669999999994
37482,Shingle Springs,39000.0,Found,01/01/1869,38.66667,-120.93333
5062,Bechar 001,39000.0,Found,01/01/1998,30.83333,-3.33333
22893,Manitouwabing,39000.0,Found,01/01/1962,45.44,-79.87556
38278,Weaver Mountains,38800.0,Found,01/01/1898,34.25,-112.75
5260,Bunjil,38750.0,Found,01/01/1971,-29.629170000000002,116.48222
17473,Lamont,38690.0,Found,01/01/1940,38.07778,-96.02639
22919,Mayfield,38400.0,Found,01/01/1972,37.30833,-97.545
5076,Bellsbank,38000.0,Found,01/01/1955,-28.08333,24.08333
5375,Capot Rey,38000.0,Found,01/01/2004,20.12593,10.2056
5009,Avoca (Western Australia),37850.0,Found,01/01/1966,-30.85,122.31667
38379,Wonyulgunna,37800.0,Found,01/01/1937,-24.91667,120.06667
1622,Albin (pallasite),37600.0,Found,01/01/1915,41.5,-104.1
1621,Alatage,37500.0,Found,01/01/1959,42.33333,93.0
6856,Densmore (1879),37200.0,Found,01/01/1879,39.65,-99.68333
38259,Waterville,37125.0,Found,01/01/1917,47.767778,-119.87638899999999
7162,Dhofar 1289,37000.0,Found,01/01/2004,18.633329999999997,54.42167
22934,Melrose (a),36400.0,Found,01/01/1933,34.38333,-103.61667
36741,San Emigdio,36000.0,Found,01/01/1887,36.0,-119.0
16358,Haskell,36000.0,Found,01/01/1909,33.21333,-99.73167
17324,Kansas City (1903),36000.0,Found,01/01/1903,39.1,-94.63333
9185,Eagle Station,36000.0,Found,01/01/1880,38.61667,-84.96667
5495,Coffeyville,35900.0,Found,01/01/2006,37.01667,-95.66667
9216,El Burro,35900.0,Found,01/01/1939,29.33333,-101.83333
5550,Costilla Peak,35500.0,Found,01/01/1881,36.83333,-105.23333000000001
21789,Lueders,35400.0,Found,01/01/1973,32.83611,-99.60417
29762,Northwest Africa 6203,35400.0,Found,01/01/2008,30.51667,-4.3
17433,Ladder Creek,35100.0,Found,01/01/1937,38.61667,-101.63333
36413,Rowena,34700.0,Found,01/01/1962,-29.8,148.63333
15944,Guin,34500.0,Found,01/01/1969,33.96667,-87.91667
38222,Vermillion,34360.0,Found,01/01/1991,39.73633,-96.36133000000001
32012,Plains,34300.0,Found,01/01/1964,33.28333,-102.76666999999999
5224,Buck Mountains 003,34200.0,Found,01/01/2005,34.7345,-114.21717
5209,Broken Hill,34000.0,Found,01/01/1994,-31.83333,141.76667
12627,Gnowangerup,33600.0,Found,01/01/1976,-34.0,118.1
38226,View Hill,33600.0,Found,01/01/1952,-43.32,172.06333
38207,Valencia,33500.0,Found,,39.0,-0.03333
5074,Bella Roca,33000.0,Found,01/01/1888,24.9,-105.4
16869,Jiddat al Harasis 406,33000.0,Found,01/01/2006,19.53268,56.87225
17412,Kyancutta,32700.0,Found,01/01/1932,-33.28333,136.0
32066,Putnam County,32700.0,Found,01/01/1839,33.25,-83.25
26189,Mossgiel,32383.0,Found,01/01/1967,-33.31667,144.78333
26342,Narraburra,32200.0,Found,01/01/1855,-34.25,147.7
16382,Hermitage Plains,32000.0,Found,01/01/1909,-31.73333,146.4
30147,Northwest Africa 6932,32000.0,Found,01/01/2008,0.0,0.0
31148,Patos de Minas (hexahedrite),32000.0,Found,01/01/1925,-18.58333,-46.53333
6886,Derrick Peak A78011,31800.0,Found,01/01/1978,-80.06667,156.38333
37919,Thiel Mountains,31700.0,Found,01/01/1962,-85.45,-90.0
5389,Carraweena,31600.0,Found,01/01/1914,-29.23333,139.93333
16521,Ioka,31500.0,Found,01/01/1931,40.25,-110.08333
3459,Arriba,31100.0,Found,01/01/1936,39.3,-103.25
36731,Saline,30800.0,Found,01/01/1901,39.4,-100.4
32059,Puente del Zacate,30790.0,Found,01/01/1904,27.866670000000003,-101.5
21691,Los Vientos 002,30750.0,Found,01/01/2010,-24.683329999999998,-69.76666999999999
8317,Djebel Chaab 002,30616.0,Found,01/01/2003,25.155920000000002,0.8221299999999999
5134,Bledsoe,30500.0,Found,01/01/1970,33.59167,-103.02667
16305,Hammadah al Hamra 328,30440.0,Found,01/01/1999,28.95833,10.59167
9414,El Perdido,30250.0,Found,01/01/1905,-38.68333,-61.1
1445,Acfer 329,30000.0,Found,01/01/2001,27.58333,4.1
19740,Leon,30000.0,Found,01/01/1943,37.66667,-96.76666999999999
6764,Daraj 001,30000.0,Found,01/01/1986,29.6425,11.73222
31078,Otchinjau,30000.0,Found,01/01/1919,-16.5,14.0
17422,La Lande,30000.0,Found,01/01/1933,34.45,-104.13333
28773,Northwest Africa 4576,30000.0,Found,01/01/2005,0.0,0.0
38338,Windimurra,30000.0,Found,01/01/2004,-28.096970000000002,118.45561000000001
37864,Tanezrouft 065,30000.0,Found,01/01/2002,25.4075,0.13639
26287,Muenatauray,30000.0,Found,01/01/1960,4.9,-61.2
15963,Hagersville,30000.0,Found,01/01/1999,42.96667,-80.15
16350,Harriman (Of),30000.0,Found,01/01/1947,35.95,-84.56667
16556,Jerome (Kansas),29600.0,Found,01/01/1894,38.76667,-100.73333000000001
29948,Northwest Africa 6550,29481.8,Found,01/01/2008,0.0,0.0
21693,Los Vientos 004,29300.0,Found,01/01/2011,-24.683329999999998,-69.76666999999999
12990,Graves Nunataks 98186,29000.0,Found,01/01/1998,-86.71667,-141.5
29644,Northwest Africa 5974,29000.0,Found,01/01/2009,0.0,0.0
11626,Elga,28800.0,Found,01/01/1959,64.7,141.2
11672,Fairview,28800.0,Found,01/01/1986,34.10139,-102.65
35829,Ramlat as Sahmah 418,28791.0,Found,01/01/2010,20.3936,56.22002
12993,Great Bend,28770.0,Found,01/01/1983,38.395,-98.91583
37627,Sinawan 001,28600.0,Found,01/01/1991,31.0,11.66667
5649,Cumpas,28600.0,Found,01/01/1903,30.0,-109.66667
30960,Ocotillo,28570.0,Found,01/01/1990,32.83333,-116.06667
26360,Negrillos,28500.0,Found,01/01/1936,-19.883329999999997,-69.83333
19716,Larned,28100.0,Found,01/01/1977,38.1995,-99.162
6839,Deelfontein,28000.0,Found,01/01/1932,-30.183329999999998,23.26667
5261,Bunker Hill,28000.0,Found,01/01/2002,38.84833,-98.72383
26162,Monahans (1938),27900.0,Found,01/01/1938,31.48333,-102.88333
5448,Changxing,27900.0,Found,01/01/1964,31.33333,121.66667
37183,Sayh al Uhaymir 278,27860.8,Found,01/01/2002,21.26172,57.178869999999996
30956,Oakley (stone),27700.0,Found,01/01/1895,38.95,-101.01666999999999
6844,Delegate,27700.0,Found,01/01/1904,-37.0,149.03333
38286,Weldona,27700.0,Found,01/01/1934,40.35,-103.95
27280,Northwest Africa 2211,27690.0,Found,01/01/2005,0.0,0.0
9217,El Capitan,27500.0,Found,01/01/1893,33.5,-105.5
5615,Cratheús (1931),27500.0,Found,01/01/1914,-5.25,-40.5
9176,Dumont,27420.0,Found,01/01/1994,33.81667,-100.51666999999999
17425,La Primitiva,27400.0,Found,01/01/1888,-19.91667,-69.81667
5702,Dadin,27300.0,Found,01/01/1949,-38.91667,-69.2
16273,Hammadah al Hamra 296,27064.0,Found,01/01/2000,29.1,12.31667
16322,Hammond Downs,27000.0,Found,01/01/1950,-25.46667,142.8
12629,Gobabeb,27000.0,Found,01/01/1969,-23.55,15.03333
37905,Tazewell,27000.0,Found,01/01/1853,36.43333,-83.75
26468,Northwest Africa 059,27000.0,Found,,31.83333,-2.9333299999999998
26345,Naryilco,27000.0,Found,01/01/1975,-28.6,141.15
3464,Ashfork,27000.0,Found,01/01/1901,35.25,-112.5
5084,Bendock,27000.0,Found,01/01/1898,-37.15,148.91666999999998
38034,Tiffa 001,26900.0,Found,01/01/1997,19.949,11.933
37421,Seagraves (c),26810.0,Found,01/01/1989,32.98333,-102.56667
17307,Kaffir (d),26760.0,Found,01/01/1981,34.67167,-101.815
38315,Wilder,26600.0,Found,01/01/1982,43.72444,-116.91167
11708,Forestburg (b),26600.0,Found,01/01/1957,33.49556,-97.58861
16257,Hammadah al Hamra 280,26500.0,Found,01/01/2000,28.47017,12.972
26144,Milly Milly,26500.0,Found,01/01/1921,-26.116670000000003,116.66667
29388,Northwest Africa 5459,26400.0,Found,01/01/2006,0.0,0.0
6824,Dayton,26300.0,Found,01/01/1892,39.75,-84.16667
5436,Cavour,26210.0,Found,01/01/1938,44.221494,-98.05919200000001
37917,Texline,26200.0,Found,01/01/1937,36.4,-103.01666999999999
11707,Forestburg (a),26100.0,Found,01/01/1957,33.50667,-97.65139
16495,Ilafegh 008,26100.0,Found,01/01/1989,21.6,1.66667
6860,Denver City,26100.0,Found,01/01/1975,33.07139,-102.80028
17409,Kumtag,26000.0,Found,01/01/2008,41.668890000000005,93.17305999999999
37614,Sierra Gorda,26000.0,Found,01/01/1898,-22.9,-69.35
11710,Forrest 002,26000.0,Found,01/01/1980,-30.98333,127.88333
22912,Maslyanino,26000.0,Found,01/01/1992,54.25,84.33333
5438,Cedar (Texas),26000.0,Found,01/01/1900,29.828059999999997,-96.90861
6887,Derrick Peak A78012,26000.0,Found,01/01/1978,-80.06667,156.38333
37450,Seymour,25900.0,Found,01/01/1940,37.2375,-92.78694
17465,Lake Labyrinth,25850.0,Found,01/01/1924,-30.53333,134.75
5060,Beaver,25628.0,Found,01/01/1940,36.8,-100.53333
21692,Los Vientos 003,25450.0,Found,01/01/2011,-24.683329999999998,-69.76666999999999
40913,Yamato 791717,25322.0,Found,01/01/1979,-71.5,35.66667
5078,Belmont,25300.0,Found,01/01/1958,42.73333,-90.35
12732,Graves Nunataks 95200,25066.1,Found,01/01/1995,-86.71667,-141.5
37171,Sayh al Uhaymir 266,25014.0,Found,01/01/2002,20.70713,57.18317
7763,Dhofar 379,25000.0,Found,01/01/2000,19.0084,54.769130000000004
5307,Camel Donga,25000.0,Found,01/01/1984,-30.316670000000002,126.61667
31107,Pampa (c),25000.0,Found,01/01/1986,-23.2,-70.43333
5397,Casimiro de Abreu,25000.0,Found,01/01/1947,-22.46667,-42.21667
29687,Northwest Africa 6108,25000.0,Found,01/01/2004,0.0,0.0
11755,Four Corners,25000.0,Found,01/01/1924,37.0,-109.05
3431,Apache Junction,25000.0,Found,,33.45,-111.51666999999999
26348,Nashville (stone),25000.0,Found,01/01/1939,37.45,-98.41667
37788,Taiban,25000.0,Found,01/01/1934,34.45,-104.01666999999999
7530,Dhofar 1722,25000.0,Found,01/01/2010,19.081879999999998,54.71471999999999
5264,Burgavli,24900.0,Found,01/01/1941,66.4,137.46667
31010,Oroville,24500.0,Found,01/01/1893,39.68333,-121.63333
36727,Salaices,24500.0,Found,01/01/1971,27.0,-105.25
5105,Billings,24500.0,Found,01/01/1903,37.06667,-93.55
37890,Taoudenni,24370.0,Found,01/01/2007,22.79167,-3.9666699999999997
38213,Veliko-Nikolaevsky Priisk,24267.0,Found,01/01/1902,53.833330000000004,97.33333
29867,Northwest Africa 6408,24000.0,Found,01/01/2008,0.0,0.0
16321,Hammond,24000.0,Found,01/01/1884,44.91667,-92.43333
38340,Winona,24000.0,Found,01/01/1928,35.2,-111.4
5480,Cleo Springs,24000.0,Found,01/01/1960,36.43333,-98.43333
29999,Northwest Africa 6621,24000.0,Found,01/01/2011,0.0,0.0
12557,Galatia,23900.0,Found,01/01/1971,38.64167,-98.88333
30535,Northwest Africa 7514,23620.0,Found,01/01/2005,0.0,0.0
38276,Wayside,23600.0,Found,01/01/1973,34.80167,-101.68333
5277,Cachari,23500.0,Found,01/01/1916,-36.4,-59.5
38253,Waltman,23410.0,Found,01/01/1948,43.0,-107.16667
17457,Lake Brown,23400.0,Found,01/01/1919,-31.0,118.5
37475,Sharon Springs,23400.0,Found,01/01/1983,38.77083,-101.79833
16530,Isna,23000.0,Found,01/01/1970,24.83333,31.66667
5622,Cruz del Aire,23000.0,Found,01/01/1911,26.5,-100.0
17336,Kaufman,23000.0,Found,01/01/1893,32.58333,-96.41667
26393,Norfolk,23000.0,Found,01/01/1907,36.9,-76.3
26252,Mount Sir Charles,22900.0,Found,01/01/1942,-23.83333,134.03333
38385,Wooster,22700.0,Found,01/01/1858,40.76667,-81.95
37483,Shirahagi,22700.0,Found,01/01/1890,36.7,137.36667
9170,Duchesne,22700.0,Found,01/01/1906,40.38333,-110.86667
15948,Gun Creek,22700.0,Found,01/01/1909,34.0,-111.0
11748,Forsyth County,22700.0,Found,01/01/1891,36.1,-80.2
1535,Adrian,22600.0,Found,01/01/1936,35.15,-102.71667
38115,Turtle River,22390.0,Found,01/01/1953,47.6,-94.76666999999999
22889,Maltahöhe,22270.0,Found,01/01/1991,-24.91667,16.98333
16062,Hammadah al Hamra 087,22114.0,Found,01/01/1995,28.59583,13.269
11204,Elephant Moraine 92193,22000.0,Found,01/01/1992,-76.04222,155.94038
38066,Toubil River,22000.0,Found,01/01/1891,55.88333000000001,89.1
5027,Baquedano,22000.0,Found,01/01/1932,-23.3,-69.88333
38063,Tostado,22000.0,Found,01/01/1945,-29.23333,-61.76667
26203,Mount Egerton,22000.0,Found,01/01/1941,-24.76667,117.7
31993,Picacho,22000.0,Found,01/01/1952,33.2,-105.0
34633,Queen Alexandra Range 99001,22000.0,Found,01/01/1999,-84.0,168.0
36724,Saint Augustine,22000.0,Found,01/01/1974,40.71667,-90.41667
11765,Friona,21900.0,Found,01/01/1981,34.54,-102.56833
16375,Hebron,21820.0,Found,01/01/1965,40.16667,-97.6
17334,Kargapole,21800.0,Found,01/01/1961,55.88333000000001,64.3
9171,Duel Hill (1854),21800.0,Found,01/01/1854,35.85,-82.7
17455,Lahoma,21800.0,Found,01/01/1963,36.38333,-98.08333
3412,Altonah,21500.0,Found,01/01/1932,40.56667,-110.48333000000001
37383,Schwetz,21500.0,Found,01/01/1850,53.4,18.45
16780,Jiddat al Harasis 317,21472.0,Found,01/01/2001,19.363120000000002,55.557230000000004
38122,Twodot,21400.0,Found,01/01/1999,46.7,-110.13333
11698,Flandreau,21360.0,Found,01/01/1983,44.04833,-96.59167
6901,Dhofar 007,21270.0,Found,01/01/1999,18.335,54.18167
1113,Abbott,21100.0,Found,01/01/1951,36.3,-104.28333
17340,Kendall County,21000.0,Found,01/01/1887,29.4,-98.5
9193,Efremovka,21000.0,Found,01/01/1962,52.5,77.0
6825,De Hoek,20930.0,Found,01/01/1960,-29.383329999999997,23.1
3460,Artracoona,20810.0,Found,01/01/1914,-29.066670000000002,139.91666999999998
38117,Twannberg,20689.0,Found,01/01/1984,47.12444,7.178889999999999
21661,Lone Tree,20676.0,Found,01/01/1971,41.5,-91.47917
24085,Meteorite Hills A78028,20657.0,Found,01/01/1978,-79.68333,155.75
30146,Northwest Africa 6931,20620.0,Found,01/01/2007,0.0,0.0
5441,Cerro del Inca,20600.0,Found,01/01/1997,-22.21667,-68.90833
6512,Dar al Gani 741,20500.0,Found,01/01/1998,27.081670000000003,16.28333
21788,Lucky Hill,20500.0,Found,01/01/1885,17.9,-77.63333
12621,Glasgow,20400.0,Found,01/01/1922,37.01667,-85.91667
2432,Allan Hills A76001,20151.0,Found,01/01/1976,-76.75,159.33333000000002
17373,Koltsovo,20020.0,Found,01/01/2004,54.7505,36.978
5540,Copiapo,20000.0,Found,01/01/1863,-27.3,-70.4
26371,New Leipzig,20000.0,Found,01/01/1936,46.36667,-101.95
26369,New Baltimore,20000.0,Found,01/01/1922,40.0,-78.85
36011,Reed City,20000.0,Found,01/01/1895,43.86667,-85.51666999999999
21637,Lime Creek,20000.0,Found,01/01/1834,31.55,-87.51666999999999
26388,Nocoleche,20000.0,Found,01/01/1895,-29.866670000000003,144.21667
37790,Taicang,20000.0,Found,01/01/1928,31.5,121.08333
1632,Alikatnima,20000.0,Found,01/01/1931,-23.33333,134.11667
3426,Anthony,20000.0,Found,01/01/1919,37.08333,-98.05
5206,Bristol,20000.0,Found,01/01/1937,36.56667,-82.18333
37330,Sayh al Uhaymir 504,20000.0,Found,01/01/2010,20.383329999999997,56.76667
30726,Northwest Africa 7751,20000.0,Found,01/01/2010,0.0,0.0
26294,Mulga (north),19900.0,Found,01/01/1964,-30.183329999999998,126.36667
17427,La Villa,19800.0,Found,01/01/1956,26.27167,-97.90167
38118,Twentynine Palms,19700.0,Found,01/01/1944,34.075,-116.01666999999999
5510,Comanche (iron),19700.0,Found,01/01/1940,32.01667,-98.7
38120,Two Buttes (a),19700.0,Found,01/01/1962,37.63333,-102.41667
16404,Horace,19700.0,Found,01/01/1940,38.35,-101.78333
5506,Colton,19670.0,Found,01/01/1993,46.57056,-117.09861000000001
5493,Cocklebiddy,19500.0,Found,01/01/1949,-31.933329999999998,126.21667
21688,Los Reyes,19500.0,Found,01/01/1897,19.26667,-97.28333
31129,Pan de Azucar,19500.0,Found,01/01/1887,-26.5,-69.5
15977,Hammadah al Hamra 001,19418.0,Found,01/01/1990,29.0,12.23333
1452,Acfer 336,19400.0,Found,01/01/2002,27.616670000000003,4.066669999999999
11675,Farley,19400.0,Found,01/01/1936,36.33333,-104.05
3445,Arcadia,19400.0,Found,01/01/1937,41.41667,-99.1
37686,Souslovo,19300.0,Found,01/01/1997,55.4295,55.78726999999999
5530,Coolac,19280.0,Found,01/01/1874,-34.96667,148.125
26395,Norquín,19250.0,Found,01/01/1945,-37.71667,-70.61667
3442,Arapahoe,19083.0,Found,01/01/1940,38.8,-102.2
32064,Purgatory Peak A77006,19068.0,Found,01/01/1977,-77.33333,162.3
3492,Asuka 87034,19064.5,Found,01/01/1987,-72.0,26.0
21649,Littlerock,19050.0,Found,01/01/1979,34.51667,-117.98333000000001
5103,Big Rock Donga,19000.0,Found,01/01/1970,-30.55,130.96667
23699,Meteorite Hills 01005,19000.0,Found,01/01/2001,-79.68333,159.75
38236,Vulcan,19000.0,Found,01/01/1962,50.51667,-113.13333
11648,Emsland,19000.0,Found,01/01/1940,53.1,7.2
37770,Susuman,18900.0,Found,01/01/1957,62.72139,148.13028
17351,Kifkakhsyagan,18800.0,Found,01/01/1972,64.4,172.7
6550,Dar al Gani 779,18800.0,Found,01/01/1999,26.99233,16.4375
11756,Franceville,18800.0,Found,01/01/1890,38.81667,-104.61667
6880,Derrick Peak A78005,18600.0,Found,01/01/1978,-80.06667,156.38333
6719,Dar al Gani 955,18500.0,Found,01/01/1999,27.131829999999997,16.20767
5269,Burns,18400.0,Found,01/01/2003,39.86667,-106.88333
5498,Coldwater (iron),18400.0,Found,01/01/1923,37.26667,-99.33333
32035,Polujamki,18350.0,Found,01/01/1971,52.1,79.7
26286,Mud Dry Lake,18255.0,Found,01/01/2002,37.8594,-117.02096999999999
35614,Ramlat as Sahmah 202,18250.0,Found,01/01/2002,20.00552,56.41628000000001
26182,Morrow County,18200.0,Found,01/01/1999,45.5,-119.5
35547,Rafrüti,18200.0,Found,01/01/1886,47.0,7.83333
41894,Yamato 793235,18126.0,Found,01/01/1979,-71.5,35.66667
3454,Arltunga,18100.0,Found,01/01/1908,-23.33333,134.66666999999998
22900,Maria da Fé,18000.0,Found,01/01/1987,-22.3,-45.36667
32032,Point of Rocks (iron),18000.0,Found,01/01/1956,36.5,-104.5
38220,Verkhne Udinsk,18000.0,Found,01/01/1854,54.76667,113.98333000000001
26347,Nashville (iron),18000.0,Found,01/01/1934,35.96667,-77.96667
31493,Pecora Escarpment 91009,18000.0,Found,01/01/1991,-85.6882,-68.33784
5279,Caddo County,18000.0,Found,01/01/1987,35.0,-98.33333
30422,Northwest Africa 7336,18000.0,Found,01/01/2012,0.0,0.0
7322,Dhofar 1511,17973.0,Found,01/01/2009,18.639879999999998,54.248
32006,Pinto Mountains,17900.0,Found,01/01/1954,34.0,-115.78333
32005,Piñon,17850.0,Found,01/01/1928,32.66667,-105.1
9177,Duncanville,17800.0,Found,01/01/1961,32.63333,-96.86667
3102,Allan Hills A81013,17727.0,Found,01/01/1981,-76.74756,158.84338
38090,Tulia (d),17700.0,Found,01/01/1981,34.60667,-101.76666999999999
37494,Shişr 010,17604.0,Found,01/01/2001,18.55,53.97
15974,Hambleton,17600.0,Found,01/01/2005,54.240280000000006,-1.19889
36412,Roundup,17590.0,Found,01/01/1990,46.78333,-108.56667
31986,Perryville,17500.0,Found,01/01/1906,37.73333,-89.85
3413,Alvord,17500.0,Found,01/01/1976,43.32222,-96.28889000000001
36895,Sargiin Gobi,17500.0,Found,01/01/1964,45.9835,105.75883
37476,Shaw,17500.0,Found,01/01/1937,39.53333,-103.33333
37701,Springlake,17300.0,Found,01/01/1980,34.344440000000006,-102.22361
36290,Romero,17200.0,Found,01/01/1938,35.76667,-102.95
5380,Carichic,17000.0,Found,01/01/1983,27.933329999999998,-107.05
37914,Teplá,17000.0,Found,01/01/1909,49.98333,12.86667
5202,Brewster,17000.0,Found,01/01/1940,39.25,-101.33333
17366,Klamath Falls,17000.0,Found,01/01/1952,42.16667,-121.85
5091,Benthullen,17000.0,Found,01/01/1951,53.05,8.1
5513,Conception Junction,17000.0,Found,01/01/2006,40.266667,-94.68333299999999
17472,Lamesa,16900.0,Found,01/01/1981,32.88333,-101.88333
37678,Snyder,16900.0,Found,01/01/1983,32.71667,-100.91667
16818,Jiddat al Harasis 355,16879.1,Found,01/01/2003,19.35885,55.54843
5536,Coopertown,16800.0,Found,01/01/1860,36.43333,-87.0
11646,Emery,16700.0,Found,01/01/1962,43.56333,-97.58333
37907,Tell,16600.0,Found,01/01/1930,34.38333,-100.4
26211,Mount Magnet,16600.0,Found,01/01/1916,-28.16667,118.5
9158,D'Orbigny,16550.0,Found,01/01/1979,-37.66667,-61.65
